IB Offset,Index,Index + Base,Index: 0 Type: GL_FLOAT Size: 3 : Component 0,Index: 0 Type: GL_FLOAT Size: 3 : Component 1,Index: 0 Type: GL_FLOAT Size: 3 : Component 2,Index: 1 Type: GL_FLOAT Size: 2 : Component 0,Index: 1 Type: GL_FLOAT Size: 2 : Component 1
26899,4759,4759,-0.943,-0.258,3.538,0.185,0.516
26900,4760,4760,-0.841,-0.253,3.721,0.166,0.536
26901,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26902,4760,4760,-0.841,-0.253,3.721,0.166,0.536
26903,4761,4761,-0.705,-0.248,3.896,0.148,0.554
26904,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26905,4758,4758,-0.915,-0.116,3.538,0.197,0.531
26906,4759,4759,-0.943,-0.258,3.538,0.185,0.516
26907,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26908,4749,4749,-0.769,-0.009,3.721,0.185,0.562
26909,4748,4748,-0.857,0.015,3.536,0.208,0.547
26910,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26911,4748,4748,-0.857,0.015,3.536,0.208,0.547
26912,4758,4758,-0.915,-0.116,3.538,0.197,0.531
26913,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26914,4761,4761,-0.705,-0.248,3.896,0.148,0.554
26915,4762,4762,-0.691,-0.142,3.896,0.156,0.565
26916,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26917,4762,4762,-0.691,-0.142,3.896,0.156,0.565
26918,4740,4740,-0.656,-0.044,3.896,0.163,0.576
26919,4757,4757,-0.818,-0.126,3.721,0.177,0.548
26920,4740,4740,-0.656,-0.044,3.896,0.163,0.576
26921,4749,4749,-0.769,-0.009,3.721,0.185,0.562
26922,4744,4744,-0.712,0.073,3.721,0.190,0.574
26923,4748,4748,-0.857,0.015,3.536,0.208,0.547
26924,4749,4749,-0.769,-0.009,3.721,0.185,0.562
26925,4744,4744,-0.712,0.073,3.721,0.190,0.574
26926,4749,4749,-0.769,-0.009,3.721,0.185,0.562
26927,4740,4740,-0.656,-0.044,3.896,0.163,0.576
26928,4744,4744,-0.712,0.073,3.721,0.190,0.574
26929,4747,4747,-0.789,0.110,3.536,0.214,0.562
26930,4748,4748,-0.857,0.015,3.536,0.208,0.547
26931,4744,4744,-0.712,0.073,3.721,0.190,0.574
26932,4745,4745,-0.641,0.138,3.721,0.193,0.586
26933,4746,4746,-0.709,0.186,3.536,0.219,0.576
26934,4744,4744,-0.712,0.073,3.721,0.190,0.574
26935,4746,4746,-0.709,0.186,3.536,0.219,0.576
26936,4747,4747,-0.789,0.110,3.536,0.214,0.562
26937,4744,4744,-0.712,0.073,3.721,0.190,0.574
26938,4740,4740,-0.656,-0.044,3.896,0.163,0.576
26939,4739,4739,-0.608,0.024,3.896,0.167,0.585
26940,4744,4744,-0.712,0.073,3.721,0.190,0.574
26941,4739,4739,-0.608,0.024,3.896,0.167,0.585
26942,4733,4733,-0.548,0.078,3.896,0.169,0.595
26943,4744,4744,-0.712,0.073,3.721,0.190,0.574
26944,4733,4733,-0.548,0.078,3.896,0.169,0.595
26945,4745,4745,-0.641,0.138,3.721,0.193,0.586
26946,7069,7069,-0.555,0.204,3.721,0.196,0.600
26947,4746,4746,-0.709,0.186,3.536,0.219,0.576
26948,4745,4745,-0.641,0.138,3.721,0.193,0.586
26949,7069,7069,-0.555,0.204,3.721,0.196,0.600
26950,4745,4745,-0.641,0.138,3.721,0.193,0.586
26951,4733,4733,-0.548,0.078,3.896,0.169,0.595
26952,7069,7069,-0.555,0.204,3.721,0.196,0.600
26953,7035,7035,-0.614,0.262,3.536,0.223,0.593
26954,4746,4746,-0.709,0.186,3.536,0.219,0.576
26955,7069,7069,-0.555,0.204,3.721,0.196,0.600
26956,7070,7070,-0.461,0.267,3.721,0.199,0.615
26957,7036,7036,-0.509,0.333,3.536,0.226,0.611
26958,7069,7069,-0.555,0.204,3.721,0.196,0.600
26959,7036,7036,-0.509,0.333,3.536,0.226,0.611
26960,7035,7035,-0.614,0.262,3.536,0.223,0.593
26961,7069,7069,-0.555,0.204,3.721,0.196,0.600
26962,4733,4733,-0.548,0.078,3.896,0.169,0.595
26963,4732,4732,-0.475,0.133,3.896,0.170,0.607
26964,7069,7069,-0.555,0.204,3.721,0.196,0.600
26965,4732,4732,-0.475,0.133,3.896,0.170,0.607
26966,4731,4731,-0.395,0.184,3.896,0.171,0.619
26967,7069,7069,-0.555,0.204,3.721,0.196,0.600
26968,4731,4731,-0.395,0.184,3.896,0.171,0.619
26969,7070,7070,-0.461,0.267,3.721,0.199,0.615
26970,4729,4729,-0.378,0.045,4.058,0.144,0.613
26971,4731,4731,-0.395,0.184,3.896,0.171,0.619
26972,4732,4732,-0.475,0.133,3.896,0.170,0.607
26973,4729,4729,-0.378,0.045,4.058,0.144,0.613
26974,4732,4732,-0.475,0.133,3.896,0.170,0.607
26975,4733,4733,-0.548,0.078,3.896,0.169,0.595
26976,4729,4729,-0.378,0.045,4.058,0.144,0.613
26977,4730,4730,-0.314,0.085,4.058,0.145,0.622
26978,4731,4731,-0.395,0.184,3.896,0.171,0.619
26979,4729,4729,-0.378,0.045,4.058,0.144,0.613
26980,4733,4733,-0.548,0.078,3.896,0.169,0.595
26981,4734,4734,-0.435,0.002,4.058,0.144,0.604
26982,4729,4729,-0.378,0.045,4.058,0.144,0.613
26983,4734,4734,-0.435,0.002,4.058,0.144,0.604
26984,4735,4735,-0.310,-0.071,4.186,0.121,0.612
26985,4729,4729,-0.378,0.045,4.058,0.144,0.613
26986,4735,4735,-0.310,-0.071,4.186,0.121,0.612
26987,4736,4736,-0.275,-0.039,4.184,0.121,0.618
26988,4729,4729,-0.378,0.045,4.058,0.144,0.613
26989,4736,4736,-0.275,-0.039,4.184,0.121,0.618
26990,4737,4737,-0.225,-0.014,4.186,0.120,0.625
26991,4729,4729,-0.378,0.045,4.058,0.144,0.613
26992,4737,4737,-0.225,-0.014,4.186,0.120,0.625
26993,4730,4730,-0.314,0.085,4.058,0.145,0.622
26994,4738,4738,-0.482,-0.039,4.058,0.143,0.596
26995,4734,4734,-0.435,0.002,4.058,0.144,0.604
26996,4733,4733,-0.548,0.078,3.896,0.169,0.595
26997,4738,4738,-0.482,-0.039,4.058,0.143,0.596
26998,4735,4735,-0.310,-0.071,4.186,0.121,0.612
26999,4734,4734,-0.435,0.002,4.058,0.144,0.604
27000,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27001,4733,4733,-0.548,0.078,3.896,0.169,0.595
27002,4739,4739,-0.608,0.024,3.896,0.167,0.585
27003,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27004,4739,4739,-0.608,0.024,3.896,0.167,0.585
27005,4740,4740,-0.656,-0.044,3.896,0.163,0.576
27006,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27007,4740,4740,-0.656,-0.044,3.896,0.163,0.576
27008,4741,4741,-0.519,-0.092,4.058,0.140,0.589
27009,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27010,4741,4741,-0.519,-0.092,4.058,0.140,0.589
27011,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27012,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27013,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27014,4743,4743,-0.350,-0.099,4.184,0.121,0.606
27015,4738,4738,-0.482,-0.039,4.058,0.143,0.596
27016,4743,4743,-0.350,-0.099,4.184,0.121,0.606
27017,4735,4735,-0.310,-0.071,4.186,0.121,0.612
27018,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27019,4741,4741,-0.519,-0.092,4.058,0.140,0.589
27020,4740,4740,-0.656,-0.044,3.896,0.163,0.576
27021,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27022,4740,4740,-0.656,-0.044,3.896,0.163,0.576
27023,4762,4762,-0.691,-0.142,3.896,0.156,0.565
27024,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27025,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27026,4741,4741,-0.519,-0.092,4.058,0.140,0.589
27027,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27028,4762,4762,-0.691,-0.142,3.896,0.156,0.565
27029,4761,4761,-0.705,-0.248,3.896,0.148,0.554
27030,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27031,4761,4761,-0.705,-0.248,3.896,0.148,0.554
27032,4770,4770,-0.554,-0.248,4.058,0.129,0.572
27033,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27034,4770,4770,-0.554,-0.248,4.058,0.129,0.572
27035,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27036,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27037,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27038,4772,4772,-0.395,-0.188,4.184,0.116,0.595
27039,4769,4769,-0.545,-0.167,4.058,0.135,0.580
27040,4772,4772,-0.395,-0.188,4.184,0.116,0.595
27041,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27042,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27043,4770,4770,-0.554,-0.248,4.058,0.129,0.572
27044,4761,4761,-0.705,-0.248,3.896,0.148,0.554
27045,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27046,4761,4761,-0.705,-0.248,3.896,0.148,0.554
27047,4780,4780,-0.686,-0.344,3.896,0.138,0.547
27048,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27049,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27050,4770,4770,-0.554,-0.248,4.058,0.129,0.572
27051,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27052,4780,4780,-0.686,-0.344,3.896,0.138,0.547
27053,4781,4781,-0.642,-0.435,3.896,0.127,0.541
27054,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27055,4781,4781,-0.642,-0.435,3.896,0.127,0.541
27056,4782,4782,-0.504,-0.394,4.058,0.113,0.562
27057,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27058,4782,4782,-0.504,-0.394,4.058,0.113,0.562
27059,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27060,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27061,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27062,4784,4784,-0.391,-0.298,4.184,0.107,0.586
27063,4779,4779,-0.538,-0.323,4.058,0.122,0.567
27064,4784,4784,-0.391,-0.298,4.184,0.107,0.586
27065,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27066,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27067,4782,4782,-0.504,-0.394,4.058,0.113,0.562
27068,4781,4781,-0.642,-0.435,3.896,0.127,0.541
27069,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27070,4781,4781,-0.642,-0.435,3.896,0.127,0.541
27071,4796,4796,-0.579,-0.528,3.896,0.115,0.535
27072,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27073,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27074,4782,4782,-0.504,-0.394,4.058,0.113,0.562
27075,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27076,4796,4796,-0.579,-0.528,3.896,0.115,0.535
27077,4797,4797,-0.511,-0.606,3.896,0.102,0.531
27078,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27079,4797,4797,-0.511,-0.606,3.896,0.102,0.531
27080,4798,4798,-0.405,-0.529,4.058,0.094,0.556
27081,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27082,4798,4798,-0.405,-0.529,4.058,0.094,0.556
27083,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27084,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27085,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27086,4800,4800,-0.332,-0.401,4.184,0.094,0.580
27087,4795,4795,-0.456,-0.467,4.058,0.103,0.559
27088,4800,4800,-0.332,-0.401,4.184,0.094,0.580
27089,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27090,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27091,4798,4798,-0.405,-0.529,4.058,0.094,0.556
27092,4797,4797,-0.511,-0.606,3.896,0.102,0.531
27093,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27094,4797,4797,-0.511,-0.606,3.896,0.102,0.531
27095,8011,8011,-0.450,-0.654,3.897,0.092,0.529
27096,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27097,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27098,4798,4798,-0.405,-0.529,4.058,0.094,0.556
27099,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27100,8011,8011,-0.450,-0.654,3.897,0.092,0.529
27101,4813,4813,-0.387,-0.688,3.897,0.083,0.529
27102,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27103,4813,4813,-0.387,-0.688,3.897,0.083,0.529
27104,4821,4821,-0.312,-0.594,4.058,0.079,0.554
27105,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27106,4821,4821,-0.312,-0.594,4.058,0.079,0.554
27107,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27108,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27109,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27110,8012,8012,-0.263,-0.473,4.184,0.082,0.578
27111,8010,8010,-0.360,-0.567,4.058,0.086,0.554
27112,8012,8012,-0.263,-0.473,4.184,0.082,0.578
27113,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27114,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27115,4821,4821,-0.312,-0.594,4.058,0.079,0.554
27116,4813,4813,-0.387,-0.688,3.897,0.083,0.529
27117,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27118,4813,4813,-0.387,-0.688,3.897,0.083,0.529
27119,4812,4812,-0.311,-0.721,3.897,0.072,0.528
27120,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27121,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27122,4821,4821,-0.312,-0.594,4.058,0.079,0.554
27123,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27124,4812,4812,-0.311,-0.721,3.897,0.072,0.528
27125,4811,4811,-0.219,-0.749,3.897,0.059,0.529
27126,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27127,4811,4811,-0.219,-0.749,3.897,0.059,0.529
27128,4822,4822,-0.177,-0.643,4.058,0.060,0.556
27129,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27130,4822,4822,-0.177,-0.643,4.058,0.060,0.556
27131,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27132,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27133,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27134,4824,4824,-0.184,-0.511,4.184,0.070,0.579
27135,4820,4820,-0.251,-0.620,4.058,0.071,0.555
27136,4824,4824,-0.184,-0.511,4.184,0.070,0.579
27137,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27138,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27139,4822,4822,-0.177,-0.643,4.058,0.060,0.556
27140,4811,4811,-0.219,-0.749,3.897,0.059,0.529
27141,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27142,4811,4811,-0.219,-0.749,3.897,0.059,0.529
27143,4831,4831,-0.113,-0.770,3.897,0.043,0.530
27144,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27145,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27146,4822,4822,-0.177,-0.643,4.058,0.060,0.556
27147,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27148,4831,4831,-0.113,-0.770,3.897,0.043,0.530
27149,4830,4830,0.000,-0.778,3.896,0.027,0.532
27150,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27151,4830,4830,0.000,-0.778,3.896,0.027,0.532
27152,4837,4837,0.000,-0.665,4.058,0.035,0.561
27153,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27154,4837,4837,0.000,-0.665,4.058,0.035,0.561
27155,4838,4838,-0.000,-0.536,4.186,0.047,0.588
27156,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27157,4838,4838,-0.000,-0.536,4.186,0.047,0.588
27158,4839,4839,-0.067,-0.539,4.184,0.054,0.583
27159,4836,4836,-0.092,-0.659,4.058,0.048,0.558
27160,4839,4839,-0.067,-0.539,4.184,0.054,0.583
27161,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27162,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27163,4839,4839,-0.067,-0.539,4.184,0.054,0.583
27164,4838,4838,-0.000,-0.536,4.186,0.047,0.588
27165,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27166,4838,4838,-0.000,-0.536,4.186,0.047,0.588
27167,4859,4859,0.000,-0.395,4.259,0.061,0.611
27168,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27169,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27170,4839,4839,-0.067,-0.539,4.184,0.054,0.583
27171,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27172,4856,4856,-0.075,-0.386,4.259,0.068,0.604
27173,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27174,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27175,4859,4859,0.000,-0.395,4.259,0.061,0.611
27176,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27177,4858,4858,-0.045,-0.422,4.250,0.062,0.601
27178,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27179,4856,4856,-0.075,-0.386,4.259,0.068,0.604
27180,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27181,4856,4856,-0.075,-0.386,4.259,0.068,0.604
27182,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27183,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27184,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27185,4856,4856,-0.075,-0.386,4.259,0.068,0.604
27186,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27187,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27188,4857,4857,-0.131,-0.366,4.259,0.076,0.602
27189,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27190,4857,4857,-0.131,-0.366,4.259,0.076,0.602
27191,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27192,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27193,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27194,4824,4824,-0.184,-0.511,4.184,0.070,0.579
27195,4855,4855,-0.121,-0.404,4.250,0.072,0.598
27196,4824,4824,-0.184,-0.511,4.184,0.070,0.579
27197,4823,4823,-0.128,-0.520,4.186,0.063,0.581
27198,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27199,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27200,4857,4857,-0.131,-0.366,4.259,0.076,0.602
27201,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27202,4857,4857,-0.131,-0.366,4.259,0.076,0.602
27203,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27204,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27205,8012,8012,-0.263,-0.473,4.184,0.082,0.578
27206,4825,4825,-0.223,-0.486,4.186,0.077,0.579
27207,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27208,4854,4854,-0.170,-0.339,4.259,0.082,0.602
27209,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27210,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27211,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27212,8012,8012,-0.263,-0.473,4.184,0.082,0.578
27213,8021,8021,-0.173,-0.379,4.250,0.079,0.597
27214,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27215,4854,4854,-0.170,-0.339,4.259,0.082,0.602
27216,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27217,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27218,4854,4854,-0.170,-0.339,4.259,0.082,0.602
27219,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27220,4854,4854,-0.170,-0.339,4.259,0.082,0.602
27221,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27222,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27223,4800,4800,-0.332,-0.401,4.184,0.094,0.580
27224,4799,4799,-0.289,-0.440,4.186,0.087,0.579
27225,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27226,4852,4852,-0.210,-0.285,4.259,0.090,0.604
27227,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27228,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27229,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27230,4800,4800,-0.332,-0.401,4.184,0.094,0.580
27231,4853,4853,-0.218,-0.332,4.250,0.087,0.599
27232,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27233,4852,4852,-0.210,-0.285,4.259,0.090,0.604
27234,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27235,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27236,4852,4852,-0.210,-0.285,4.259,0.090,0.604
27237,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27238,4852,4852,-0.210,-0.285,4.259,0.090,0.604
27239,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27240,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27241,4784,4784,-0.391,-0.298,4.184,0.107,0.586
27242,4783,4783,-0.358,-0.346,4.186,0.100,0.584
27243,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27244,4850,4850,-0.230,-0.225,4.259,0.096,0.608
27245,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27246,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27247,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27248,4784,4784,-0.391,-0.298,4.184,0.107,0.586
27249,4851,4851,-0.256,-0.265,4.250,0.096,0.602
27250,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27251,4850,4850,-0.230,-0.225,4.259,0.096,0.608
27252,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27253,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27254,4850,4850,-0.230,-0.225,4.259,0.096,0.608
27255,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27256,4850,4850,-0.230,-0.225,4.259,0.096,0.608
27257,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27258,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27259,4772,4772,-0.395,-0.188,4.184,0.116,0.595
27260,4771,4771,-0.393,-0.244,4.186,0.111,0.590
27261,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27262,4848,4848,-0.216,-0.165,4.259,0.100,0.614
27263,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27264,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27265,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27266,4772,4772,-0.395,-0.188,4.184,0.116,0.595
27267,4849,4849,-0.259,-0.194,4.250,0.102,0.608
27268,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27269,4848,4848,-0.216,-0.165,4.259,0.100,0.614
27270,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27271,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27272,4848,4848,-0.216,-0.165,4.259,0.100,0.614
27273,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27274,4848,4848,-0.216,-0.165,4.259,0.100,0.614
27275,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27276,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27277,4743,4743,-0.350,-0.099,4.184,0.121,0.606
27278,4742,4742,-0.369,-0.137,4.186,0.119,0.601
27279,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27280,4845,4845,-0.182,-0.126,4.259,0.101,0.621
27281,4735,4735,-0.310,-0.071,4.186,0.121,0.612
27282,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27283,4735,4735,-0.310,-0.071,4.186,0.121,0.612
27284,4743,4743,-0.350,-0.099,4.184,0.121,0.606
27285,4847,4847,-0.230,-0.137,4.250,0.105,0.615
27286,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27287,4845,4845,-0.182,-0.126,4.259,0.101,0.621
27288,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27289,4845,4845,-0.182,-0.126,4.259,0.101,0.621
27290,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27291,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27292,4735,4735,-0.310,-0.071,4.186,0.121,0.612
27293,4845,4845,-0.182,-0.126,4.259,0.101,0.621
27294,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27295,4736,4736,-0.275,-0.039,4.184,0.121,0.618
27296,4735,4735,-0.310,-0.071,4.186,0.121,0.612
27297,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27298,4843,4843,-0.000,-0.196,4.313,0.077,0.630
27299,4846,4846,-0.132,-0.093,4.259,0.101,0.628
27300,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27301,4846,4846,-0.132,-0.093,4.259,0.101,0.628
27302,4737,4737,-0.225,-0.014,4.186,0.120,0.625
27303,4844,4844,-0.181,-0.098,4.250,0.105,0.623
27304,4737,4737,-0.225,-0.014,4.186,0.120,0.625
27305,4736,4736,-0.275,-0.039,4.184,0.121,0.618
27306,4860,4860,-0.794,0.185,1.136,0.540,0.377
27307,4861,4861,-0.764,0.188,1.126,0.541,0.382
27308,4862,4862,-0.776,0.172,1.079,0.548,0.380
27309,4860,4860,-0.794,0.185,1.136,0.540,0.377
27310,4862,4862,-0.776,0.172,1.079,0.548,0.380
27311,4863,4863,-0.807,0.169,1.088,0.547,0.376
27312,4860,4860,-0.794,0.185,1.136,0.540,0.377
27313,4863,4863,-0.807,0.169,1.088,0.547,0.376
27314,4864,4864,-0.836,0.160,1.096,0.546,0.371
27315,4860,4860,-0.794,0.185,1.136,0.540,0.377
27316,4864,4864,-0.836,0.160,1.096,0.546,0.371
27317,4865,4865,-0.824,0.176,1.146,0.539,0.373
27318,4860,4860,-0.794,0.185,1.136,0.540,0.377
27319,4865,4865,-0.824,0.176,1.146,0.539,0.373
27320,4866,4866,-0.801,0.188,1.222,0.532,0.374
27321,4860,4860,-0.794,0.185,1.136,0.540,0.377
27322,4866,4866,-0.801,0.188,1.222,0.532,0.374
27323,4867,4867,-0.772,0.197,1.212,0.533,0.379
27324,4860,4860,-0.794,0.185,1.136,0.540,0.377
27325,4867,4867,-0.772,0.197,1.212,0.533,0.379
27326,4868,4868,-0.741,0.200,1.201,0.534,0.383
27327,4860,4860,-0.794,0.185,1.136,0.540,0.377
27328,4868,4868,-0.741,0.200,1.201,0.534,0.383
27329,4861,4861,-0.764,0.188,1.126,0.541,0.382
27330,4947,4947,-0.733,0.185,1.116,0.542,0.386
27331,4862,4862,-0.776,0.172,1.079,0.548,0.380
27332,4861,4861,-0.764,0.188,1.126,0.541,0.382
27333,4947,4947,-0.733,0.185,1.116,0.542,0.386
27334,4861,4861,-0.764,0.188,1.126,0.541,0.382
27335,4868,4868,-0.741,0.200,1.201,0.534,0.383
27336,4947,4947,-0.733,0.185,1.116,0.542,0.386
27337,4868,4868,-0.741,0.200,1.201,0.534,0.383
27338,4951,4951,-0.711,0.197,1.191,0.535,0.388
27339,4947,4947,-0.733,0.185,1.116,0.542,0.386
27340,4948,4948,-0.703,0.175,1.107,0.544,0.390
27341,4949,4949,-0.717,0.158,1.061,0.551,0.389
27342,4947,4947,-0.733,0.185,1.116,0.542,0.386
27343,4949,4949,-0.717,0.158,1.061,0.551,0.389
27344,4950,4950,-0.746,0.168,1.070,0.549,0.385
27345,4947,4947,-0.733,0.185,1.116,0.542,0.386
27346,4950,4950,-0.746,0.168,1.070,0.549,0.385
27347,4862,4862,-0.776,0.172,1.079,0.548,0.380
27348,4947,4947,-0.733,0.185,1.116,0.542,0.386
