IB Offset,Index,Index + Base,Index: 0 Type: GL_FLOAT Size: 3 : Component 0,Index: 0 Type: GL_FLOAT Size: 3 : Component 1,Index: 0 Type: GL_FLOAT Size: 3 : Component 2,Index: 1 Type: GL_FLOAT Size: 2 : Component 0,Index: 1 Type: GL_FLOAT Size: 2 : Component 1
27349,4951,4951,-0.711,0.197,1.191,0.535,0.388
27350,4952,4952,-0.682,0.187,1.181,0.537,0.392
27351,4947,4947,-0.733,0.185,1.116,0.542,0.386
27352,4952,4952,-0.682,0.187,1.181,0.537,0.392
27353,4948,4948,-0.703,0.175,1.107,0.544,0.390
27354,4953,4953,-0.676,0.160,1.098,0.546,0.395
27355,4949,4949,-0.717,0.158,1.061,0.551,0.389
27356,4948,4948,-0.703,0.175,1.107,0.544,0.390
27357,4953,4953,-0.676,0.160,1.098,0.546,0.395
27358,4948,4948,-0.703,0.175,1.107,0.544,0.390
27359,4952,4952,-0.682,0.187,1.181,0.537,0.392
27360,4953,4953,-0.676,0.160,1.098,0.546,0.395
27361,4952,4952,-0.682,0.187,1.181,0.537,0.392
27362,4957,4957,-0.655,0.172,1.172,0.539,0.396
27363,4953,4953,-0.676,0.160,1.098,0.546,0.395
27364,4954,4954,-0.652,0.139,1.090,0.548,0.399
27365,4955,4955,-0.667,0.122,1.046,0.554,0.397
27366,4953,4953,-0.676,0.160,1.098,0.546,0.395
27367,4955,4955,-0.667,0.122,1.046,0.554,0.397
27368,4956,4956,-0.690,0.143,1.053,0.552,0.393
27369,4953,4953,-0.676,0.160,1.098,0.546,0.395
27370,4956,4956,-0.690,0.143,1.053,0.552,0.393
27371,4949,4949,-0.717,0.158,1.061,0.551,0.389
27372,4953,4953,-0.676,0.160,1.098,0.546,0.395
27373,4957,4957,-0.655,0.172,1.172,0.539,0.396
27374,4958,4958,-0.631,0.152,1.163,0.541,0.401
27375,4953,4953,-0.676,0.160,1.098,0.546,0.395
27376,4958,4958,-0.631,0.152,1.163,0.541,0.401
27377,4959,4959,-0.652,0.139,1.090,0.548,0.399
27378,7843,7843,-0.704,0.125,1.009,0.559,0.392
27379,4956,4956,-0.690,0.143,1.053,0.552,0.393
27380,4955,4955,-0.667,0.122,1.046,0.554,0.397
27381,7843,7843,-0.704,0.125,1.009,0.559,0.392
27382,4955,4955,-0.667,0.122,1.046,0.554,0.397
27383,7844,7844,-0.681,0.104,1.002,0.561,0.396
27384,7843,7843,-0.704,0.125,1.009,0.559,0.392
27385,4949,4949,-0.717,0.158,1.061,0.551,0.389
27386,4956,4956,-0.690,0.143,1.053,0.552,0.393
27387,7843,7843,-0.704,0.125,1.009,0.559,0.392
27388,7844,7844,-0.681,0.104,1.002,0.561,0.396
27389,6591,6591,-0.693,0.086,0.960,0.567,0.395
27390,7843,7843,-0.704,0.125,1.009,0.559,0.392
27391,6591,6591,-0.693,0.086,0.960,0.567,0.395
27392,6590,6590,-0.714,0.107,0.966,0.566,0.391
27393,7843,7843,-0.704,0.125,1.009,0.559,0.392
27394,6590,6590,-0.714,0.107,0.966,0.566,0.391
27395,6589,6589,-0.739,0.123,0.972,0.565,0.387
27396,7843,7843,-0.704,0.125,1.009,0.559,0.392
27397,6589,6589,-0.739,0.123,0.972,0.565,0.387
27398,7753,7753,-0.729,0.140,1.016,0.558,0.388
27399,7843,7843,-0.704,0.125,1.009,0.559,0.392
27400,7753,7753,-0.729,0.140,1.016,0.558,0.388
27401,4949,4949,-0.717,0.158,1.061,0.551,0.389
27402,6583,6583,-0.721,0.091,0.927,0.572,0.391
27403,6590,6590,-0.714,0.107,0.966,0.566,0.391
27404,6591,6591,-0.693,0.086,0.960,0.567,0.395
27405,6583,6583,-0.721,0.091,0.927,0.572,0.391
27406,6591,6591,-0.693,0.086,0.960,0.567,0.395
27407,6584,6584,-0.702,0.070,0.922,0.573,0.395
27408,6583,6583,-0.721,0.091,0.927,0.572,0.391
27409,6589,6589,-0.739,0.123,0.972,0.565,0.387
27410,6590,6590,-0.714,0.107,0.966,0.566,0.391
27411,6583,6583,-0.721,0.091,0.927,0.572,0.391
27412,6584,6584,-0.702,0.070,0.922,0.573,0.395
27413,6585,6585,-0.708,0.059,0.885,0.579,0.395
27414,6583,6583,-0.721,0.091,0.927,0.572,0.391
27415,6585,6585,-0.708,0.059,0.885,0.579,0.395
27416,6586,6586,-0.726,0.081,0.889,0.578,0.391
27417,6583,6583,-0.721,0.091,0.927,0.572,0.391
27418,6586,6586,-0.726,0.081,0.889,0.578,0.391
27419,6587,6587,-0.749,0.098,0.895,0.577,0.386
27420,6583,6583,-0.721,0.091,0.927,0.572,0.391
27421,6587,6587,-0.749,0.098,0.895,0.577,0.386
27422,6588,6588,-0.745,0.108,0.933,0.571,0.386
27423,6583,6583,-0.721,0.091,0.927,0.572,0.391
27424,6588,6588,-0.745,0.108,0.933,0.571,0.386
27425,6589,6589,-0.739,0.123,0.972,0.565,0.387
27426,7904,7904,-0.730,0.078,0.852,0.583,0.390
27427,6586,6586,-0.726,0.081,0.889,0.578,0.391
27428,6585,6585,-0.708,0.059,0.885,0.579,0.395
27429,7904,7904,-0.730,0.078,0.852,0.583,0.390
27430,6585,6585,-0.708,0.059,0.885,0.579,0.395
27431,7905,7905,-0.713,0.057,0.848,0.584,0.394
27432,7904,7904,-0.730,0.078,0.852,0.583,0.390
27433,6587,6587,-0.749,0.098,0.895,0.577,0.386
27434,6586,6586,-0.726,0.081,0.889,0.578,0.391
27435,7904,7904,-0.730,0.078,0.852,0.583,0.390
27436,7905,7905,-0.713,0.057,0.848,0.584,0.394
27437,6582,6582,-0.717,0.059,0.810,0.589,0.394
27438,7904,7904,-0.730,0.078,0.852,0.583,0.390
27439,6582,6582,-0.717,0.059,0.810,0.589,0.394
27440,6581,6581,-0.733,0.080,0.814,0.589,0.390
27441,7904,7904,-0.730,0.078,0.852,0.583,0.390
27442,6581,6581,-0.733,0.080,0.814,0.589,0.390
27443,6580,6580,-0.753,0.098,0.818,0.588,0.386
27444,7904,7904,-0.730,0.078,0.852,0.583,0.390
27445,6580,6580,-0.753,0.098,0.818,0.588,0.386
27446,7903,7903,-0.751,0.096,0.857,0.583,0.386
27447,7904,7904,-0.730,0.078,0.852,0.583,0.390
27448,7903,7903,-0.751,0.096,0.857,0.583,0.386
27449,6587,6587,-0.749,0.098,0.895,0.577,0.386
27450,6574,6574,-0.736,0.083,0.774,0.595,0.390
27451,6581,6581,-0.733,0.080,0.814,0.589,0.390
27452,6582,6582,-0.717,0.059,0.810,0.589,0.394
27453,6574,6574,-0.736,0.083,0.774,0.595,0.390
27454,6582,6582,-0.717,0.059,0.810,0.589,0.394
27455,6575,6575,-0.721,0.061,0.771,0.595,0.394
27456,6574,6574,-0.736,0.083,0.774,0.595,0.390
27457,6580,6580,-0.753,0.098,0.818,0.588,0.386
27458,6581,6581,-0.733,0.080,0.814,0.589,0.390
27459,6574,6574,-0.736,0.083,0.774,0.595,0.390
27460,6575,6575,-0.721,0.061,0.771,0.595,0.394
27461,6576,6576,-0.724,0.064,0.731,0.601,0.393
27462,6574,6574,-0.736,0.083,0.774,0.595,0.390
27463,6576,6576,-0.724,0.064,0.731,0.601,0.393
27464,6577,6577,-0.739,0.085,0.734,0.600,0.390
27465,6574,6574,-0.736,0.083,0.774,0.595,0.390
27466,6577,6577,-0.739,0.085,0.734,0.600,0.390
27467,6578,6578,-0.757,0.104,0.737,0.600,0.386
27468,6574,6574,-0.736,0.083,0.774,0.595,0.390
27469,6578,6578,-0.757,0.104,0.737,0.600,0.386
27470,6579,6579,-0.755,0.101,0.778,0.594,0.386
27471,6574,6574,-0.736,0.083,0.774,0.595,0.390
27472,6579,6579,-0.755,0.101,0.778,0.594,0.386
27473,6580,6580,-0.753,0.098,0.818,0.588,0.386
27474,7968,7968,-0.742,0.089,0.693,0.606,0.389
27475,6577,6577,-0.739,0.085,0.734,0.600,0.390
27476,6576,6576,-0.724,0.064,0.731,0.601,0.393
27477,7968,7968,-0.742,0.089,0.693,0.606,0.389
27478,6576,6576,-0.724,0.064,0.731,0.601,0.393
27479,7969,7969,-0.728,0.067,0.691,0.606,0.393
27480,7968,7968,-0.742,0.089,0.693,0.606,0.389
27481,6578,6578,-0.757,0.104,0.737,0.600,0.386
27482,6577,6577,-0.739,0.085,0.734,0.600,0.390
27483,7968,7968,-0.742,0.089,0.693,0.606,0.389
27484,7969,7969,-0.728,0.067,0.691,0.606,0.393
27485,7970,7970,-0.724,0.074,0.661,0.612,0.393
27486,7968,7968,-0.742,0.089,0.693,0.606,0.389
27487,7970,7970,-0.724,0.074,0.661,0.612,0.393
27488,7971,7971,-0.739,0.097,0.662,0.612,0.389
27489,7968,7968,-0.742,0.089,0.693,0.606,0.389
27490,7971,7971,-0.739,0.097,0.662,0.612,0.389
27491,7966,7966,-0.757,0.117,0.664,0.612,0.385
27492,7968,7968,-0.742,0.089,0.693,0.606,0.389
27493,7966,7966,-0.757,0.117,0.664,0.612,0.385
27494,7965,7965,-0.760,0.108,0.695,0.606,0.385
27495,7968,7968,-0.742,0.089,0.693,0.606,0.389
27496,7965,7965,-0.760,0.108,0.695,0.606,0.385
27497,6578,6578,-0.757,0.104,0.737,0.600,0.386
27498,7964,7964,-0.781,0.123,0.698,0.606,0.382
27499,7965,7965,-0.760,0.108,0.695,0.606,0.385
27500,7966,7966,-0.757,0.117,0.664,0.612,0.385
27501,7964,7964,-0.781,0.123,0.698,0.606,0.382
27502,7966,7966,-0.757,0.117,0.664,0.612,0.385
27503,7967,7967,-0.780,0.132,0.666,0.612,0.382
27504,7964,7964,-0.781,0.123,0.698,0.606,0.382
27505,6578,6578,-0.757,0.104,0.737,0.600,0.386
27506,7965,7965,-0.760,0.108,0.695,0.606,0.385
27507,7964,7964,-0.781,0.123,0.698,0.606,0.382
27508,7967,7967,-0.780,0.132,0.666,0.612,0.382
27509,7908,7908,-0.805,0.143,0.669,0.612,0.378
27510,7964,7964,-0.781,0.123,0.698,0.606,0.382
27511,7908,7908,-0.805,0.143,0.669,0.612,0.378
27512,7907,7907,-0.805,0.133,0.701,0.606,0.378
27513,7964,7964,-0.781,0.123,0.698,0.606,0.382
27514,7907,7907,-0.805,0.133,0.701,0.606,0.378
27515,6594,6594,-0.803,0.128,0.743,0.600,0.378
27516,7964,7964,-0.781,0.123,0.698,0.606,0.382
27517,6594,6594,-0.803,0.128,0.743,0.600,0.378
27518,6593,6593,-0.779,0.119,0.740,0.600,0.382
27519,7964,7964,-0.781,0.123,0.698,0.606,0.382
27520,6593,6593,-0.779,0.119,0.740,0.600,0.382
27521,6578,6578,-0.757,0.104,0.737,0.600,0.386
27522,7906,7906,-0.831,0.138,0.703,0.606,0.374
27523,7907,7907,-0.805,0.133,0.701,0.606,0.378
27524,7908,7908,-0.805,0.143,0.669,0.612,0.378
27525,7906,7906,-0.831,0.138,0.703,0.606,0.374
27526,7908,7908,-0.805,0.143,0.669,0.612,0.378
27527,7909,7909,-0.831,0.149,0.671,0.612,0.374
27528,7906,7906,-0.831,0.138,0.703,0.606,0.374
27529,6594,6594,-0.803,0.128,0.743,0.600,0.378
27530,7907,7907,-0.805,0.133,0.701,0.606,0.378
27531,7906,7906,-0.831,0.138,0.703,0.606,0.374
27532,7909,7909,-0.831,0.149,0.671,0.612,0.374
27533,7910,7910,-0.858,0.150,0.673,0.612,0.370
27534,7906,7906,-0.831,0.138,0.703,0.606,0.374
27535,7910,7910,-0.858,0.150,0.673,0.612,0.370
27536,7911,7911,-0.857,0.139,0.706,0.605,0.370
27537,7906,7906,-0.831,0.138,0.703,0.606,0.374
27538,7911,7911,-0.857,0.139,0.706,0.605,0.370
27539,6756,6756,-0.855,0.133,0.750,0.599,0.370
27540,7906,7906,-0.831,0.138,0.703,0.606,0.374
27541,6756,6756,-0.855,0.133,0.750,0.599,0.370
27542,6767,6767,-0.829,0.133,0.747,0.599,0.374
27543,7906,7906,-0.831,0.138,0.703,0.606,0.374
27544,6767,6767,-0.829,0.133,0.747,0.599,0.374
27545,6594,6594,-0.803,0.128,0.743,0.600,0.378
27546,7912,7912,-0.882,0.134,0.708,0.605,0.367
27547,7911,7911,-0.857,0.139,0.706,0.605,0.370
27548,7910,7910,-0.858,0.150,0.673,0.612,0.370
27549,7912,7912,-0.882,0.134,0.708,0.605,0.367
27550,7910,7910,-0.858,0.150,0.673,0.612,0.370
27551,7913,7913,-0.885,0.145,0.675,0.612,0.367
27552,7912,7912,-0.882,0.134,0.708,0.605,0.367
27553,6756,6756,-0.855,0.133,0.750,0.599,0.370
27554,7911,7911,-0.857,0.139,0.706,0.605,0.370
27555,7912,7912,-0.882,0.134,0.708,0.605,0.367
27556,7913,7913,-0.885,0.145,0.675,0.612,0.367
27557,7914,7914,-0.911,0.135,0.676,0.611,0.363
27558,7912,7912,-0.882,0.134,0.708,0.605,0.367
27559,7914,7914,-0.911,0.135,0.676,0.611,0.363
27560,7915,7915,-0.906,0.124,0.710,0.605,0.363
27561,7912,7912,-0.882,0.134,0.708,0.605,0.367
27562,7915,7915,-0.906,0.124,0.710,0.605,0.363
27563,6744,6744,-0.905,0.117,0.755,0.598,0.363
27564,7912,7912,-0.882,0.134,0.708,0.605,0.367
27565,6744,6744,-0.905,0.117,0.755,0.598,0.363
27566,6757,6757,-0.881,0.128,0.753,0.599,0.367
27567,7912,7912,-0.882,0.134,0.708,0.605,0.367
27568,6757,6757,-0.881,0.128,0.753,0.599,0.367
27569,6756,6756,-0.855,0.133,0.750,0.599,0.370
27570,7916,7916,-0.928,0.110,0.712,0.605,0.359
27571,7915,7915,-0.906,0.124,0.710,0.605,0.363
27572,7914,7914,-0.911,0.135,0.676,0.611,0.363
27573,7916,7916,-0.928,0.110,0.712,0.605,0.359
27574,7914,7914,-0.911,0.135,0.676,0.611,0.363
27575,7917,7917,-0.934,0.121,0.678,0.611,0.360
27576,7916,7916,-0.928,0.110,0.712,0.605,0.359
27577,6744,6744,-0.905,0.117,0.755,0.598,0.363
27578,7915,7915,-0.906,0.124,0.710,0.605,0.363
27579,7916,7916,-0.928,0.110,0.712,0.605,0.359
27580,7917,7917,-0.934,0.121,0.678,0.611,0.360
27581,7918,7918,-0.953,0.102,0.679,0.611,0.356
27582,7916,7916,-0.928,0.110,0.712,0.605,0.359
27583,7918,7918,-0.953,0.102,0.679,0.611,0.356
27584,7919,7919,-0.947,0.091,0.713,0.604,0.356
27585,7916,7916,-0.928,0.110,0.712,0.605,0.359
27586,7919,7919,-0.947,0.091,0.713,0.604,0.356
27587,6732,6732,-0.945,0.083,0.759,0.598,0.355
27588,7916,7916,-0.928,0.110,0.712,0.605,0.359
27589,6732,6732,-0.945,0.083,0.759,0.598,0.355
27590,6745,6745,-0.927,0.102,0.757,0.598,0.359
27591,7916,7916,-0.928,0.110,0.712,0.605,0.359
27592,6745,6745,-0.927,0.102,0.757,0.598,0.359
27593,6744,6744,-0.905,0.117,0.755,0.598,0.363
27594,7920,7920,-0.961,0.070,0.714,0.604,0.352
27595,7919,7919,-0.947,0.091,0.713,0.604,0.356
27596,7918,7918,-0.953,0.102,0.679,0.611,0.356
27597,7920,7920,-0.961,0.070,0.714,0.604,0.352
27598,7918,7918,-0.953,0.102,0.679,0.611,0.356
27599,7921,7921,-0.969,0.079,0.679,0.611,0.352
27600,7920,7920,-0.961,0.070,0.714,0.604,0.352
27601,6732,6732,-0.945,0.083,0.759,0.598,0.355
27602,7919,7919,-0.947,0.091,0.713,0.604,0.356
27603,7920,7920,-0.961,0.070,0.714,0.604,0.352
27604,7921,7921,-0.969,0.079,0.679,0.611,0.352
27605,7922,7922,-0.980,0.054,0.680,0.610,0.349
27606,7920,7920,-0.961,0.070,0.714,0.604,0.352
27607,7922,7922,-0.980,0.054,0.680,0.610,0.349
27608,7923,7923,-0.971,0.046,0.714,0.604,0.348
27609,7920,7920,-0.961,0.070,0.714,0.604,0.352
27610,7923,7923,-0.971,0.046,0.714,0.604,0.348
27611,6720,6720,-0.969,0.036,0.760,0.597,0.348
27612,7920,7920,-0.961,0.070,0.714,0.604,0.352
27613,6720,6720,-0.969,0.036,0.760,0.597,0.348
27614,6733,6733,-0.960,0.061,0.760,0.597,0.351
27615,7920,7920,-0.961,0.070,0.714,0.604,0.352
27616,6733,6733,-0.960,0.061,0.760,0.597,0.351
27617,6732,6732,-0.945,0.083,0.759,0.598,0.355
27618,7924,7924,-0.977,0.020,0.714,0.603,0.345
27619,7923,7923,-0.971,0.046,0.714,0.604,0.348
27620,7922,7922,-0.980,0.054,0.680,0.610,0.349
27621,7924,7924,-0.977,0.020,0.714,0.603,0.345
27622,7922,7922,-0.980,0.054,0.680,0.610,0.349
27623,7925,7925,-0.986,0.028,0.679,0.610,0.345
27624,7924,7924,-0.977,0.020,0.714,0.603,0.345
27625,6720,6720,-0.969,0.036,0.760,0.597,0.348
27626,7923,7923,-0.971,0.046,0.714,0.604,0.348
27627,7924,7924,-0.977,0.020,0.714,0.603,0.345
27628,7925,7925,-0.986,0.028,0.679,0.610,0.345
27629,7926,7926,-0.987,0.000,0.679,0.609,0.341
27630,7924,7924,-0.977,0.020,0.714,0.603,0.345
27631,7926,7926,-0.987,0.000,0.679,0.609,0.341
27632,7927,7927,-0.977,-0.006,0.713,0.603,0.341
27633,7924,7924,-0.977,0.020,0.714,0.603,0.345
27634,7927,7927,-0.977,-0.006,0.713,0.603,0.341
27635,6708,6708,-0.974,-0.016,0.759,0.596,0.340
27636,7924,7924,-0.977,0.020,0.714,0.603,0.345
27637,6708,6708,-0.974,-0.016,0.759,0.596,0.340
27638,6721,6721,-0.974,0.010,0.760,0.597,0.344
27639,7924,7924,-0.977,0.020,0.714,0.603,0.345
27640,6721,6721,-0.974,0.010,0.760,0.597,0.344
27641,6720,6720,-0.969,0.036,0.760,0.597,0.348
27642,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27643,7927,7927,-0.977,-0.006,0.713,0.603,0.341
27644,7926,7926,-0.987,0.000,0.679,0.609,0.341
27645,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27646,7926,7926,-0.987,0.000,0.679,0.609,0.341
27647,7929,7929,-0.982,-0.027,0.678,0.609,0.338
27648,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27649,6708,6708,-0.974,-0.016,0.759,0.596,0.340
27650,7927,7927,-0.977,-0.006,0.713,0.603,0.341
27651,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27652,7929,7929,-0.982,-0.027,0.678,0.609,0.338
27653,7930,7930,-0.972,-0.052,0.676,0.609,0.334
27654,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27655,7930,7930,-0.972,-0.052,0.676,0.609,0.334
27656,7931,7931,-0.963,-0.056,0.710,0.602,0.334
27657,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27658,7931,7931,-0.963,-0.056,0.710,0.602,0.334
27659,6696,6696,-0.958,-0.066,0.755,0.596,0.333
27660,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27661,6696,6696,-0.958,-0.066,0.755,0.596,0.333
27662,6709,6709,-0.969,-0.042,0.757,0.596,0.337
27663,7928,7928,-0.972,-0.032,0.712,0.603,0.337
27664,6709,6709,-0.969,-0.042,0.757,0.596,0.337
27665,6708,6708,-0.974,-0.016,0.759,0.596,0.340
27666,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27667,7931,7931,-0.963,-0.056,0.710,0.602,0.334
27668,7930,7930,-0.972,-0.052,0.676,0.609,0.334
27669,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27670,7930,7930,-0.972,-0.052,0.676,0.609,0.334
27671,7933,7933,-0.958,-0.075,0.675,0.608,0.330
27672,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27673,6696,6696,-0.958,-0.066,0.755,0.596,0.333
27674,7931,7931,-0.963,-0.056,0.710,0.602,0.334
27675,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27676,7933,7933,-0.958,-0.075,0.675,0.608,0.330
27677,7934,7934,-0.939,-0.095,0.673,0.608,0.327
27678,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27679,7934,7934,-0.939,-0.095,0.673,0.608,0.327
27680,7935,7935,-0.931,-0.096,0.706,0.602,0.326
27681,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27682,7935,7935,-0.931,-0.096,0.706,0.602,0.326
27683,6684,6684,-0.925,-0.106,0.750,0.596,0.326
27684,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27685,6684,6684,-0.925,-0.106,0.750,0.596,0.326
27686,6697,6697,-0.944,-0.087,0.753,0.596,0.329
27687,7932,7932,-0.949,-0.077,0.708,0.602,0.330
27688,6697,6697,-0.944,-0.087,0.753,0.596,0.329
27689,6696,6696,-0.958,-0.066,0.755,0.596,0.333
27690,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27691,7935,7935,-0.931,-0.096,0.706,0.602,0.326
27692,7934,7934,-0.939,-0.095,0.673,0.608,0.327
27693,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27694,7934,7934,-0.939,-0.095,0.673,0.608,0.327
27695,7937,7937,-0.917,-0.110,0.671,0.608,0.323
27696,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27697,6684,6684,-0.925,-0.106,0.750,0.596,0.326
27698,7935,7935,-0.931,-0.096,0.706,0.602,0.326
27699,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27700,7937,7937,-0.917,-0.110,0.671,0.608,0.323
27701,7938,7938,-0.892,-0.121,0.669,0.608,0.319
27702,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27703,7938,7938,-0.892,-0.121,0.669,0.608,0.319
27704,7939,7939,-0.885,-0.121,0.701,0.602,0.319
27705,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27706,7939,7939,-0.885,-0.121,0.701,0.602,0.319
27707,6672,6672,-0.879,-0.130,0.743,0.596,0.319
27708,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27709,6672,6672,-0.879,-0.130,0.743,0.596,0.319
27710,6685,6685,-0.903,-0.120,0.747,0.596,0.322
27711,7936,7936,-0.909,-0.111,0.703,0.602,0.323
27712,6685,6685,-0.903,-0.120,0.747,0.596,0.322
27713,6684,6684,-0.925,-0.106,0.750,0.596,0.326
27714,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27715,7939,7939,-0.885,-0.121,0.701,0.602,0.319
27716,7938,7938,-0.892,-0.121,0.669,0.608,0.319
27717,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27718,7938,7938,-0.892,-0.121,0.669,0.608,0.319
27719,7941,7941,-0.865,-0.127,0.666,0.608,0.316
27720,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27721,6672,6672,-0.879,-0.130,0.743,0.596,0.319
27722,7939,7939,-0.885,-0.121,0.701,0.602,0.319
27723,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27724,7941,7941,-0.865,-0.127,0.666,0.608,0.316
27725,7942,7942,-0.838,-0.128,0.664,0.608,0.312
27726,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27727,7942,7942,-0.838,-0.128,0.664,0.608,0.312
27728,7943,7943,-0.834,-0.127,0.695,0.602,0.312
27729,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27730,7943,7943,-0.834,-0.127,0.695,0.602,0.312
27731,6660,6660,-0.828,-0.134,0.737,0.596,0.311
27732,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27733,6660,6660,-0.828,-0.134,0.737,0.596,0.311
27734,6673,6673,-0.854,-0.135,0.740,0.596,0.315
27735,7940,7940,-0.860,-0.126,0.698,0.602,0.315
27736,6673,6673,-0.854,-0.135,0.740,0.596,0.315
27737,6672,6672,-0.879,-0.130,0.743,0.596,0.319
27738,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27739,7943,7943,-0.834,-0.127,0.695,0.602,0.312
27740,7942,7942,-0.838,-0.128,0.664,0.608,0.312
27741,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27742,7942,7942,-0.838,-0.128,0.664,0.608,0.312
27743,7945,7945,-0.811,-0.123,0.662,0.608,0.308
27744,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27745,6660,6660,-0.828,-0.134,0.737,0.596,0.311
27746,7943,7943,-0.834,-0.127,0.695,0.602,0.312
27747,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27748,7945,7945,-0.811,-0.123,0.662,0.608,0.308
27749,7946,7946,-0.786,-0.113,0.661,0.608,0.305
27750,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27751,7946,7946,-0.786,-0.113,0.661,0.608,0.305
27752,7947,7947,-0.785,-0.112,0.691,0.602,0.304
27753,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27754,7947,7947,-0.785,-0.112,0.691,0.602,0.304
27755,6648,6648,-0.778,-0.119,0.731,0.597,0.304
27756,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27757,6648,6648,-0.778,-0.119,0.731,0.597,0.304
27758,6661,6661,-0.802,-0.129,0.734,0.596,0.308
27759,7944,7944,-0.809,-0.122,0.693,0.602,0.308
27760,6661,6661,-0.802,-0.129,0.734,0.596,0.308
27761,6660,6660,-0.828,-0.134,0.737,0.596,0.311
27762,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27763,7947,7947,-0.785,-0.112,0.691,0.602,0.304
27764,7946,7946,-0.786,-0.113,0.661,0.608,0.305
27765,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27766,7946,7946,-0.786,-0.113,0.661,0.608,0.305
27767,7949,7949,-0.763,-0.099,0.659,0.608,0.301
27768,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27769,6648,6648,-0.778,-0.119,0.731,0.597,0.304
27770,7947,7947,-0.785,-0.112,0.691,0.602,0.304
27771,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27772,7949,7949,-0.763,-0.099,0.659,0.608,0.301
27773,7950,7950,-0.743,-0.080,0.658,0.608,0.297
27774,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27775,7950,7950,-0.743,-0.080,0.658,0.608,0.297
27776,7951,7951,-0.744,-0.080,0.688,0.603,0.297
27777,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27778,7951,7951,-0.744,-0.080,0.688,0.603,0.297
27779,6636,6636,-0.738,-0.085,0.727,0.597,0.297
27780,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27781,6636,6636,-0.738,-0.085,0.727,0.597,0.297
27782,6649,6649,-0.757,-0.104,0.729,0.597,0.300
27783,7948,7948,-0.763,-0.098,0.690,0.602,0.301
27784,6649,6649,-0.757,-0.104,0.729,0.597,0.300
27785,6648,6648,-0.778,-0.119,0.731,0.597,0.304
27786,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27787,7951,7951,-0.744,-0.080,0.688,0.603,0.297
27788,7950,7950,-0.743,-0.080,0.658,0.608,0.297
27789,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27790,7950,7950,-0.743,-0.080,0.658,0.608,0.297
27791,7953,7953,-0.727,-0.057,0.658,0.609,0.294
27792,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27793,6636,6636,-0.738,-0.085,0.727,0.597,0.297
27794,7951,7951,-0.744,-0.080,0.688,0.603,0.297
27795,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27796,7953,7953,-0.727,-0.057,0.658,0.609,0.294
27797,7954,7954,-0.716,-0.032,0.658,0.609,0.290
27798,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27799,7954,7954,-0.716,-0.032,0.658,0.609,0.290
27800,7955,7955,-0.719,-0.034,0.687,0.604,0.290
27801,7952,7952,-0.730,-0.058,0.688,0.603,0.293
27802,7955,7955,-0.719,-0.034,0.687,0.604,0.290
27803,6624,6624,-0.714,-0.039,0.726,0.598,0.289
